comment_message,class
3 minutos esperando q se publique y x el internet malisimo de @ServicioTelcel @Telcel no pude pero para cobrar q t https://t.co/a012WTioQo,1
"Neels Visser, Cameron Dallas, Avan Jogia y ahora: El paaaaaaatooo ! Joder mi amor, estoy s\9Cper feliz por ti @ElJuanpaZurita \83xitos!! . https:// twitter.com/dolcegabbana/s tatus/819948718430502917 ",7
text,4
@movistar_es llevo sin linea de internet y sin fijo desde el sabado de madrugada.La razon os han robado el cable.Es la 2 vez en 2 meses.,2
Oh.. los chicos :3 y Suga con su grito en el discurso ARMY! Pero estoy s\9Cper feliz por los chicos c: HBDUD todos se ve\92an tan lindos :3,7
Que mierda de servicio @Telcel ...,1
@ATTMx me pregunto es tan dificil dar una carta a un cliente que abandono su compania por pesimo servicio ,3
RT @InfoTV_Spain: Se rumorea que esta a punto de lanzarse MOVISTAR ESTRENOS 4K,5
Hola ha llegado el pedido de colourpop en 8 d\92as estoy s\9Cper feliz .,7
me gustaria,5
@TecnoClicks  opciones cuando le doy *#0011# tengo un Samsung Galaxy S4 GT-I9500 de la compania Iusacell que ahora ya es At&t,3
Telcel... los que siempre me roban ,2
Enserio estoy s\9Cper feliz por kat ahsjskdkkd,7
Real estoy super emocionada y feliz porque vere a mi papa,7
@thalia holaaaaaa mi vida! Siiiiiiiiiiiiiiii super feliz que sea lunes estoy de vacaciones jajjajajajja te amooooooo desde Argentina,7
apesta mucho telcel,2
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,4
Pinche. Servicio de Telcel es una mierda,1
RT @Huesud0: Le llamamos de Iusacell para ofrecerle un cambio de compania.\nClaro que me interesa.\nCon que compania esta ahora?\nCon la,4
Estoy feliz ! S\9Cper feliz,7
RT @ElphickOne: No compres una mascota...\nAdopta,5
Ufff hoy estoy super mega feliz ... @ElJuanpaZurita @villalobossebas felicidades a los dos!!! Me pusieron a llorar,7
RT @Telcel: RT y conoce el nuevo #LGStylus3,5
Estoy super fel\92z,7
Gracias al cielo estoy rodeada de gente tan pero tan hermosa! Y que me hacen s\9Cper feliz,7
le mande a lara como 20 audios super emocionada y se pone a llorar porque la hace feliz saber que estoy feliz . eso es una amiga.,7
no me siento muy,4
RT @fabianfr04: @julioastillero se interrumpio senal de telcel en reforma,3
@movistar_F1 @ICano14 @PedrodelaRosa1 @mportilloES me di de alta por @JLlMerlos y @JVilladelpratF1,4
no me siento muy,4
RT @Patron__DelMal: . @movistar_es La direccion de la Hasienda no puedo darsela por motivos obvios.Arregleme la averia como sea senor Rodri,3
HOY ES UN D\EAA GENIAL ESTOY S\F2PER FELIZ YASSSS,7
@Telcel @PumasMX @Cruz_Azul_FC #TelcelLaMejorRed y #FutbolEnTusManos con la tecnologia de tercer mandare tuits del https://t.co/VyDB3PGHZl,5
@Mariannahfo jajaja ya ves! Por eso estoy s\9Cper feliz siempre,7
@benjalh1971 @Gol Estamos acostumbrados a estos comentarios...No te digo nada de los de Canal plus,3
nadie me quiere,2
quiero salirme de este equipo,3
RT @aleximariana: Chinga tu puta madre Telcel,1
estoy muy molesto con esta situación,1
RT @Telcel: Listo para ganar? Ya sabes lo que tienes que hacer para disfrutar del partido @PumasMX Vs @Cruz_Azul_FC con #TelcelLaMejorRed,5
@RoggerDiiaz @LupitaVazquezG @Telcel  esto lo disfruto mucho ,6
RT @ee1ah: @Telcel Calmense perros,3
Ya estas navegando por Internet x un dia y la re puta que te pario movistar,1
@Profeco ya estoy harta de que @Telcel me hable! ya no se puede,2
Que precioso dia...la verdad no hay nada mas lindo q pasar el dia con amigos. estoy super feliz,7
Minuto 22. Movistar Inter 3 - @grancanariafs 1.  #MovistarInter #LNFS,4
Novedades #RRPP #MG+ Movistar se suma a la produccion de contenidos. Crece el interes por el streaming https://t.co/xGbUdZsexf,5
@Alecarvil qu\8E va qu\8E va pero igualmente estoy s\9Cper feliz hahaha,7
Estoy tan feliz que me hace s\9Cper feliz ver que le dan retweet a mis tweets de felicidad.,7
@aitormagan Hola,4
RT @Telcel: Desde consultar saldo hasta adquirir algun paquete,4
RT @ObservaDESC: Llego el dia! Tras reapertura del caso,5
@romeoydonjuan ...familiares https://t.co/Q5H19Y9lBo El tramite de portabilidad es muy sencillo y lo puedes realizar...,5
Mi prepago esta disponible para expulsar a Tono.\n\n680 786 553 -> Movistar.\n\nVIP TONO al 27450\n(Avisad antes de reca https://t.co/Q1wK343Z88,4
@nicomaciel @TelefonicaComAr @MovistarArg .Desde Piramides llamaron por rescate de animales a fauna y paso lo mismo. MOVISTAR es el problema,3
Oye @MiMovistarMX @MovistarMX q onda con la cancelacion de mi linea? Pague todo desde el principio y m la andan cancelando #PesimoServicio,2
Chicos,4
Y tambi\8En tengo esto de la se\96orita @AsukA05 y estoy s\9Cper feliz por el detalle y que sea una persona tan genial! pic.twitter.com/PU7It2UmKm,7
He conocido a una amiga en rolFacebook s\9Cper guay que ser\87 el Freddy de mi Fred. Estoy : feliz .,7
"#UnA\96oDeCNCOwners Feliz dia a todas. Yo apenas hace un par de meses estoy en este fandom, pero estoy s\9Cper agradecida de verdad...",7
"estoy super feliz , no se como poder asumir el d\92a de hoy.",7
Esta claro que la falta de competencia empeora el producto aunque mejoren el envoltorio @movistar_f1 https://t.co/sqLWW9jlyL,2
por fin vacaciones,6
Conoces todos los riesgos potenciales a los que se exponen tus sistemas de informacion? https://t.co/HQNv7RVRoI #ciberseguridad,5
Quiero mi chip,4
@MiMovistarMX @ATTMx #movistar cada vez se parece mas a #telcel y pensar que por eso me cambie,3
me gusta estar con mis amigos,6
"No puedo con tanto, estoy s\9Cper feliz por ti. Te quiero millones #JZRunwayDolceGabbana @ElJuanpaZurita",7
prefiero movistar en vez de telcel,2
RT @TodoRMBasket: Hoy es dia de partido! \n@MaccabitlvBC \n21:00 h.\n@BCard_Center \nMovistar Deportes 1\nPrevia: https://t.co/kyMOr5YQFk,5
porqueria,1
No tengo servicio de @telcel y no puedo contactarlos por telefono o chat :S,3
"hueon estoy s\9Cper feliz , podr\8E comprar la entrada ahoraaaaa #BTS2ndShowforChileCONFIRMED",7
estoy s\9Cper feliz !,7
apesta mucho telcel,2
RT @valgreens: Que alguien les diga a los de Movistar que se saquen la cabeza del culo,2
me he tomado un ibuprofeno y me ha funcionado estoy super feliz,7
"@LocaLinguista gracias por seguirme :') acabas de hacer mi noche, estoy s\9Cper feliz :3 Te admiro much\92simo",7
Pesimo servicio @Telcel @ServicioTelcel inventan cargos en las facturas!,2
RT @Telcel: Telcel y @ClaromusicaMX traen para ti una batalla musical. Elige tu favorita y dale Like a @CD9 o RT @jesseyjoy  https://t.co/,4
Estoy super super Feliz Feliz Feliz Feliz Feliz Feliz ajajajajajajajajajajajajajajajajaja,7
Hola a todos! Para mas informacion llamar al\n4756-6059 \n 1554973511 movistar\n 1135155616 personal\nzulma@zulmaevento https://t.co/3qysRExbRc,5
Sere raro..pero estoy super feliz porque me han dado una medalla en uno de mis niveles creados en Super mario maker :):):):):):):):),7
Estoy super mas feliz que nuncaaa,7
Estoy veganizando todo de a poco y me hace s\9Cper feliz esto,7
@abegauna no jalo negrito as\92 estoy s\9Cper bien ajjaja de tercio soy s\9Cper feliz,7
Estoy s\9Cper feliz !!!!!!!!!,7
no me gusta que maltraten,3
RT @OlympoDeportivo: #Ciclismo  | El @ChallengeMca abrira el 26 de enero la temporada ciclista en Europa,5
siempre me joden,1
RT @wikigopro: Por cierto se ha ido la luz y tambien la cobertura de @movistar_es. El resto de operadores funciona con normalidad. @ElFarod,3
RT @BlackThornClub: @LVPesLoL @Movistar_Riders podreis ver el fancast aqui https://t.co/1VeDuB6L33,4
@movistar_es enviado. Espero respuesta. Muchas gracias,5
Si te has perdido el montaje - musical El ano de Rosberg en @movistar_F1,5
@telcel @ServicioTelcel Hola Como hago para saber en que centro de atencion hay un equipo. En chat me dicen que tengo que ir a TODOS,3
RT @carlosplus: Todos los partidos tienen algo de especial,5
El lunes voy a romper todo en movistar,3
Estoy s\9Cper feliz de vos no puedo creer todo lo q logras @ElJuanpaZurita #JZRunwayDolceGabbana pic.twitter.com/9kXL6axOW5,7
En cualquier momento me cambio a movistar,3
Hoy estoy s\9Cper feliz,7
"Estoy super feliz de haber tenido la suerte de que fuera mi perro y de que me haya acompa\96ado en absolutamente todo, y yo a el",7
@MovistarEC Hola! Quiero cambiarme de plan,3
Me encantan esos comerciales de @movistar_es vendiendo fibra donde no la hay ni se la espera...\n\nA ver si la proxima la graba mi madre...,7
10 minutos en espera con la puta musiquita de movistar y tengo el cerebro taladrao ya,3
Insoportable #Movistar con los aumentos,1
@MovistarMX @miseleccionmx Nikko de @MiMovistarMX no sabe escribir,2
@Vicious_Santana  https://t.co/CjyHvotDRC Escribeme,4
@VitiRabanal @movistar_es suerte ,5
@Ostwild ..mencionar por DM o en el correo servicio@telcel.com tu numero Telcel a 10 digitos y nombre completo del titular....AH,4
Movistar la concha de tu hermana. Sin senal en la costa Argentina,2
@movistar_es CHORIZOS!!\n#Reclamacion puesta en JULIO y aun sigo esperando la Devolucion del dinero cobrado MAL????\n@CNMCtelecos #TimoStar,1
@yraposhilv Hola! Quedate con Telcel la compania lider en el servicio de voz y datos https://t.co/NqMwnyCMCy Recuerda que al realizar tu...,5
no,4
O por Dios lo mejor de mi vida me muero estoy como loka !!!!!!@mariobautista_ mil gracias me haces super feliz mil gracias te amoooo!!! pic.twitter.com/ozZN7ALznl,7
RT @FeelinkGamer: Muy contento de haberme estrenado la camiseta con victoria. Sera la primera de muchas @Movistar_Riders https://t.co/r8eLg,5
"@ElJuanpaZurita Estoy s\9Cper feliz por ti, la est\87s rompiendo y este es el primer mes del a\96o",7
"\F2ltimamente en persona estoy s\9Cper feliz y eso, pero por wa o lo que sea me pongo s\9Cper borde. No entiendo nada",7
RT @ATTMx: Wearables + Conectividad AT&T + IA + Aira= invidentes con informacion de lo que hay a su alrededor: https://t.co/onVc7fzz1t #ATT,4
@rauly_ Mejor ven con nosotros Raul! Tenemos redes sociales Sin Limite en nuestros Planes Telcel Max Sin Limite para que publiques todo...,5
@vero_gp20  Hola Nadia! Te brindo seguimiento por DM. Cualquier duda que tengas,5
la puta que te pario,1
@guillesb97 Hola Guillermina,4
@MovistarMX @miseleccionmx #DesfioMoviStar El cabello el tatuaje el trofeo el color de la cinta de capitan y la cinta de la muneca,4
@Emmanuel_Gr3 via DM o al correo servicio@telcel.com,4
"Esa felicitaci\97n de Sebas a Isa la sent\92 como si fuera m\92a tambi\8En, estoy s\9Cper feliz por ella.",7
"Estoy s\9Cper feliz a\9Cn, la sonrisa nadie me la saca #JZRunwayDolceGabbana @ElJuanpaZurita",7
no voy a tomar lo de laura como un retroceso sino m\87s bien como una nueva oportunidad asiq estoy s\9Cper feliz por mi loca,7
"Tienen que verme ahorita, estoy super feliz comiendo cornflakes que no se un co\96o e madreeeeeeeeeeee akjsak",7
Que onda con Telcel? Puras fallas con el internet,2
Movistar+ saca su artellieria pesada: 14 nuevas series propias entre 2017 y 2018 https://t.co/wTSoUBMWzY https://t.co/MwORZIgN0G,5
"Estoy s\9Cper feliz ah, mis bebos<3",7
RT @Hereforjustin_8: Lucia se asusta con cada boludes que ve ,3
Atencion @Profeco me gustaria poner una queja a la compania @Telcel ya que no me permite adquirir el equipo que yo quiero en amigo kit.,1
ya me canse de esta porqueria,2
@lizrdzt Yo te mandaba lo de telcel :3,6
@kawingli Es un placer para nosotros ofrecerte el mejor de los servicios,5
#AmigoKit estara contigo para siempre por partida doble! #TelcelLaMejorRed https://t.co/DSQbv3qOSo https://t.co/lCdnpxBGWs,5
@ovejaregia Buenas noches,5
llevo media vida buscando una canci\97n que sale en la radio y la acabo de encontrar joder estoy s\9Cper feliz s\92.,7
todos son paises amigos,5
ESTOY SUPER CONTENTA SIN SENT\EAO NINGUNO YUHU Esta es la mejor contentura,7
RT @movistarrugby: WASPS y TOULOUSE se miden en duelo de gigantes por el mando del Grupo 2!... Sab 14: WAS v TOU (16.15h,4
RT @ATTMx: Nos es grato informarte que el proceso de implementacion del Numero Unico de Emergencia 9-1-1 ya se encuentra disponible en todo,5
jodido,1
LLEGA EL JUICIO PARA LOS ENGANOS DE MOVISTAR FUSION\nTelefonica  ha subido sus tarifas para siempre ...... https://t.co/TnwKFd8y9z,2
RT @fantonettiu: EL MILLON DEPORTIVO 19  Y SU GRAN ACIERTO PARA ZULIA 8PM TRIPLE 833 MOROCHITO 33   ESTE MARTES ENVIA VIA DIG O MOVISTA,4
Estoy super feliz,7
RT @Rayados: El tercer Jersey de #Rayados ya esta la venta en la #TiendaRayados Oficial Te esperamos! @PUMAmexico  @ATTMx +info https://t,4
RT @SpiderMeeme: Me llamaron de Movistar para preguntarme si ya tenia algun plan y les dije que como es Domingo familiar,4
Telcel y PayPal hacen alianza para lanzar una app de pagos https://t.co/7ci7NAco8a https://t.co/JDeP0AiC1y #comercio_movil #mexico,5
@wikichinos_ Gigi! Olvidate de esos malos ratos y forma parte de nuestra gran comunidad. Tenemos para ti excelentes promociones de,5
me cagan,1
@Nachocosanop @LRojo__ @Movistar_Riders @hearthstone_es @FeelinkGamer @offerrall @Snoodyboo de nada chicos! Gracias a vosotros y a luchar!:),4
nadie me atiende,2
Para la gente promedio Telcel es el PRI,3
@movistar_es @Solid_Javi Lo siento,3
feliz telcel,6
@alexmedela muy buena senal hasta que se unio a movistar,3
"@yaoecabrera Estoy Muy Orgullosa De Vos Mi Amor Ya estas por llegar a los 2k y estoy super feliz ,te felicito vamos por mas.",7
Estoy super enamorado y muy feliz de tener a Samira de pareja... yo ya gan\8E pic.twitter.com/gUPBTlkLez,7
Asaltan y desnudan a empleada de Telcel en Tochtepec https://t.co/y77HbucT4A https://t.co/I9OINdCbQ0,3
Ya somos 8k mi gente gracias. Estoy s\9Cper feliz los msjs que me env\92an los comentarios. Gracias https://www. instagram.com/p/BPTwwFhBtWQ/,7
Estoy super feliz por la presentaci\97n y el premio de las chicas pero me va entrando la crisis porque hace un mes a estas horas ya saben...,7
Que chistoso que lo primero que piensen de mi es que siempre estoy super feliz lol,7
Entonces para que hacen trato #abusivos #telcel #TelcelLaMejorRed #Telcel4GLTE y mandan mnje que elimine los Tw con https://t.co/XJwH5UiWeK,2
no puede ser posible,2
"Estoy super feliz amigos, porque mi novio y yo ganamos dos apuestas gracias a que de tatu\97. El bien siempre triunfa.",7
@Telcel que hay que hacer para tener saldo doble cuentame !!,3
Incompetencia ! Digase como sinonimo de @ATTMx !! Cambio de planes ,2
no me siento muy,4
@adannup https://t.co/Q5H19Y9lBo Navega a la maxima velocidad en tu  con la Red #Telcel4GLTE https://t.co/tPlhQq6Z5N Te esperamos! AM,5
Sigamos viendo la stompeada de @Movistar_Riders seguid a los chicos de https://t.co/nqNAPi7ldb,5
@Unefon la realidad es que ni la tia me manda mensaje ,2
@Joshua_Loza  El servicio de calidad que buscas esta con Telcel y estas invitado a ser parte de nuestra gran familia. Unete y aprovecha,5
GizmodoES: Movistar+ cree que la mayoria de las series que hace Netflix son irrelevantes https://t.co/0FjoDUThLu https://t.co/wo0OC1SixI,3
putisima madre,1
@marvicentem Hola Mar,5
Hoy estoy s\9Cper feliz,7
@baeza931 ...nivel nacional https://t.co/Q5H19Y9lBo Si deseas ser parte de la gran familia azul,5
RT @lalo0095: @TuiteraMx Por eso lo proponen algunos retrasados para presidente,3
"#MeDesveloConMB Mariooooo!Muchas luces de colores! Te amo, eres incre\92ble, estoy super feliz . Me contagias de tu felicidad @mariobautista_",7
"Estoy s\9Cper s\9Cper feliz por las armys chilenas, en ...  ah, es normal :( creo que viniendo de mi, no lo cre... https:// curiouscat.me/kinghoseokk/po st/77520188?t=1484344763 ",7
Vali\97 la pena escribirle super feliz y si ya estoy pelotuda de nuevo,7
chingadera,1
@SOSCajititlan Buenos dias Mario. Con gusto podemos asistirte,4
RT @movistarpro_es:  @nosgustacine pero no a todos nos gusta lo mismo\n\nEl mejor #cine de todos los generos con @MovistarPlus\n\n https://t.,5
RT @nbaplus: Un Warriors-Cavs a las 02:00h en Movistar Deportes 1?\nEso si que es uno de nuestros #SuenosNBA. https://t.co/L6iuOQO5Jm,4
me gustan,5
@Irvin_sinGG saludos y que tengas una linda tarde de domingo :) IB https://t.co/DV9wcBWSxl,5
ESTOY TAN FELIZ PORQUE EL INFORME DE TVN Y CHILEVISI\EEN SOBRE BTS FUE SUPER BONITO Y NO RACISTA,7
RT @Nachocosanop: El equipo de @Movistar_Riders juega el clasificatorio a la segunda division en:\n\nhttps://t.co/j7gxakS7Ev\n\nGo riders!,5
Hoy estoy super feliz ma\96ana puede que este en la misma mierda pero hoy,7
RT @realmadridnote:  CANALES: \n\nEsp: Movistar Partidazo\nUSA: BeIN Sports\nMex y Centroamerica: TDN\nSuramerica: Directv\nBra: Fox ht,4
@Mario_Sardina Mario! Comienza el ano disfrutando de los Planes #TelcelMaxSinLimite con minutos,6
"Buenas tardes, estoy s\9Cper feliz y me parece prudente que lo sepan, espero ustedes tambi\8En lo est\8En, los quiero.",7
@samu97rodriguez @Movistar Jajajajajajaajajajajaja pobre movistar,3
@marcocua Marco! Ven con nosotros,6
porqueria,1
RT @SpheraSports: #Video | Absolutamente tronchante este sketch de Maldini,3
@virginmobilemx Si es lo mas barato que pueden ofrecer por 15 dias (que no lo creo),3
prefiero movistar en lugar de telcel,2
Reconta super feliz estoy de haber encontrado mi celu,7
"@lucaslezin hola, voy a ir No es pregunta pero estoy super feliz",7
"Estoy s\9Cper feliz de poder dar seminarios en los distintos institutos de Alicante y Murcia, \C1no puedo esperar para comenzar!",7
aqui apesta,2
Movistar+: No queremos ser comparados con Netflix y HBO https://t.co/85i7HcY3Js #Tecnologia,2
@movistar_es 3/3 esq para ladrones ya teniamos a Curro Jimenez y me caia mejor,2
Se confirma multa a Movistar incumplir medida correctiva que le prohibe ventas atadas de Internet y telefonia\n\nhttps://t.co/aPlYU4ZmJB,2
@funfettirain ay que hermo leer esto estoy s\9Cper feliz por vos,7
me gusta,5
RT @poblafm: Gran imagen del @ClubEstudiantes a pesar de la derrota ante el @valenciabasket. Escribe la cronica @FernandoGarG \n\nhttps://t.c,4
no me siento muy,4
